BRANCHCODE;BRANCHINFO;INSTITUTIONNAME;PHYSICALADDRESS;COUNTRYNAME;SWIFTCODE;CITYNAME
230834;HEIDEDAL;FIRSTRAND BANK;UNPAIDS TO BLOEMFONTEIN DAY 2 , TEL 051 410-03;SOUTH AFRICA;FIRNZAJJ;HEIDEDAL
230832;ZASTRON,OFS                434;FIRSTRAND BANK;CNR REICHENBERG & HOOFD STREET;SOUTH AFRICA;FIRNZAJJ;ZASTRON,OFS                434
230802;DANIELSKUIL                200;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;DANIELSKUIL                200
230936;SASOLBURG, OFS             128;FIRSTRAND BANK;CNR WANTENAAR & JOHN VORSTER STREETS;SOUTH AFRICA;FIRNZAJJ;SASOLBURG, OFS             128
230935;BULTFONTEIN                183;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;BULTFONTEIN                183
230932;TROMPSBURG,OFS             392;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;TROMPSBURG,OFS             392
231036;SENEKAL, OFS               365;FIRSTRAND BANK;UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374;SOUTH AFRICA;FIRNZAJJ;SENEKAL, OFS               365
231002;NEW  PARK;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;NEW  PARK
231132;LUCKHOFF,OFS               287;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;LUCKHOFF,OFS               287
231136;VILJOENSKROON              407;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;VILJOENSKROON              407
231135;FNB HOME FINANCE;FIRSTRAND BANK;1 ENTERPRISE ROAD;SOUTH AFRICA;FIRNZAJJ;FNB HOME FINANCE
231233;THABA NCHU          386;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;THABA NCHU          386
231232;LEPHALALE                  359;FIRSTRAND BANK;27 FOX ODENDALL STREET;SOUTH AFRICA;FIRNZAJJ;LEPHALALE                  359
231332;KOFFIEFONTEIN,OFS          271;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;KOFFIEFONTEIN,OFS          271
231433;FESTIVAL MALL              250;FIRSTRAND BANK;SHOP 90 FESTIVAL MALL S/CENTRE 1165 KELVIN STR;SOUTH AFRICA;FIRNZAJJ;FESTIVAL MALL              250
231436;ONLINE RECOVERY PROJECT;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;ONLINE RECOVERY PROJECT
231534;BLOEMFONTEIN PROCESSING CENTRE;FIRSTRAND BANK;;SOUTH AFRICA;FIRNZAJJ;BLOEMFONTEIN PROCESSING CENTRE
231733;PHUTHADITJHABA             939;FIRSTRAND BANK;UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374;SOUTH AFRICA;FIRNZAJJ;PHUTHADITJHABA             939
231833;SETSING CRESENT;FIRSTRAND BANK;UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374;SOUTH AFRICA;FIRNZAJJ;SETSING CRESENT
239934;BOTSHABELO                 497;FIRSTRAND BANK;UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374;SOUTH AFRICA;FIRNZAJJ;BOTSHABELO                 497
240015;CCB EASY ZERO DDA WX NO GM;FIRSTRAND BANK;5TH MERCHANT PLACE;SOUTH AFRICA;FIRNZAJJ;CCB EASY ZERO DDA WX NO GM
240016;FNB - ENTRY BANKING SUPPORT;FIRSTRAND BANK;268 MONTE CELLO ESTATES CNR;SOUTH AFRICA;FIRNZAJJ;FNB - ENTRY BANKING SUPPORT
240104;KUYASA CENTRE;FIRSTRAND BANK;SHOP 24 KUYAZA MALL;SOUTH AFRICA;FIRNZAJJ;KUYASA CENTRE
240115;MANDELA SQUARE;FIRSTRAND BANK;SHOP 6 MANDELA SQUARE;SOUTH AFRICA;FIRNZAJJ;MANDELA SQUARE
240102;MAKHODA CROSSING;FIRSTRAND BANK;SHOP 101 MAKHODA CROSSING;SOUTH AFRICA;FIRNZAJJ;MAKHODA CROSSING
240101;HARTSWATER 242;FIRSTRAND BANK;5 DF MALAN STREET;SOUTH AFRICA;FIRNZAJJ;HARTSWATER 242
240105;ETWATWA SHOPPING CENTRE;FIRSTRAND BANK;LARIS STREET;SOUTH AFRICA;FIRNZAJJ;ETWATWA SHOPPING CENTRE
240103;LETSHOHO SHOPPING CENTRE;FIRSTRAND BANK;SHOP 11, LETSHOHO SHOPPING CENTRE;SOUTH AFRICA;FIRNZAJJ;LETSHOHO SHOPPING CENTRE
240106;KAGISO MALL;FIRSTRAND BANK;KAGISO DRIVE;SOUTH AFRICA;FIRNZAJJ;KAGISO MALL
240107;UMPHAKATHI MALL;FIRSTRAND BANK;SHOP 16 UMPHAKATHI MALL;SOUTH AFRICA;FIRNZAJJ;UMPHAKATHI MALL
240108;NKUNA KRAAL;FIRSTRAND BANK;SHOP 2, NKUNA KRAAL;SOUTH AFRICA;FIRNZAJJ;NKUNA KRAAL
240110;G4S PROCESS CNTR MAFIKENG;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;G4S PROCESS CNTR MAFIKENG
240111;G4S PROCESSING CENTRE STELLA;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;G4S PROCESSING CENTRE STELLA
240112;TELEPHONE BANKING CARD CANC;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;TELEPHONE BANKING CARD CANC
240113;HEBRON MALL;FIRSTRAND BANK;SHOP 9 HEBRON MALL;SOUTH AFRICA;FIRNZAJJ;HEBRON MALL
240114;MAMELODI SQUARE;FIRSTRAND BANK;SHOP 43 MAMELODI SQUARE;SOUTH AFRICA;FIRNZAJJ;MAMELODI SQUARE
240141;GAUTENG SOUTH WEST 150+M;FIRSTRAND BANK;WESBANK BUILDING;SOUTH AFRICA;FIRNZAJJ;GAUTENG SOUTH WEST 150+M
240116;TAFELKOP MALL;FIRSTRAND BANK;SHOP 104 TAFELKOP MALL;SOUTH AFRICA;FIRNZAJJ;TAFELKOP MALL
240117;VRYBURG TWIN CITY;FIRSTRAND BANK;SHOP 32 CNR N18 & VOORTREKKER STR HUHUDI;SOUTH AFRICA;FIRNZAJJ;VRYBURG TWIN CITY
240118;BOITUMELO JUNCTION SALES & SER;FIRSTRAND BANK;SHOP 55R CNR A.PHAKATHI & NKOANE STREET;SOUTH AFRICA;FIRNZAJJ;BOITUMELO JUNCTION SALES & SER
240120;KATLEHONG CROSSING;FIRSTRAND BANK;CNR VENUS DRIVE & KAUNDA STR;SOUTH AFRICA;FIRNZAJJ;KATLEHONG CROSSING
240121;GAUTENG NORTH NCR 2;FIRSTRAND BANK;THE GREENS OFFICE PARK;SOUTH AFRICA;FIRNZAJJ;GAUTENG NORTH NCR 2
240122;PREMIUM FINANCE;FIRSTRAND BANK;UNPAID TO GOLD REEF DAY 2 TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;PREMIUM FINANCE
240123;FNB HOME FINANCE;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;FNB HOME FINANCE
240124;FNB HOME FINANCE;FIRSTRAND BANK;UNPAID TO GOLD REEF DAY 2 TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;FNB HOME FINANCE
240125;MVNO PREPAID;FIRSTRAND BANK;UNPAID TO GOLD REEF DAY 2 TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;MVNO PREPAID
240126;POSTPAID & SIM;FIRSTRAND BANK;UNPAID TO GOLD REEF DAY 2 TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;POSTPAID & SIM
240127;MAMAILA MALL;FIRSTRAND BANK;SHOP 15, MAMAILA MALL;SOUTH AFRICA;FIRNZAJJ;MAMAILA MALL
240128;THE WORKSHOP;FIRSTRAND BANK;UNPAIDS TO BLOEMFOTEIN DAY 2 TEL 051 410-0374;SOUTH AFRICA;FIRNZAJJ;THE WORKSHOP
240129;MALL OF AFRICA;FIRSTRAND BANK;UNPAID TO GOLD REEF DAY 2 TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;MALL OF AFRICA
240131;SSD FINANCE CENTRAL;FIRSTRAND BANK;UNPAID TO GOLD REEF DAY 2 TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;SSD FINANCE CENTRAL
240135;SS PAYROLL;FIRSTRAND BANK;TOWERS BUILDING 27 DIAGONAL STREET;SOUTH AFRICA;FIRNZAJJ;SS PAYROLL
240136;FNB PENSION BACKED LOANS;FIRSTRAND BANK;1 ENTERPRISE ROAD;SOUTH AFRICA;FIRNZAJJ;FNB PENSION BACKED LOANS
240137;CASH FIDELITY MARBLE HALL;FIRSTRAND BANK;WEST DELIVERY EXIT BRADFORD ROAD;SOUTH AFRICA;FIRNZAJJ;CASH FIDELITY MARBLE HALL
240138;BLOEMHOF                   174;FIRSTRAND BANK;33 PRINCE STREET;SOUTH AFRICA;FIRNZAJJ;BLOEMHOF                   174
240142;GAUTENG SOUTH WEST 10-60M;FIRSTRAND BANK;WESBANK BUILDING;SOUTH AFRICA;FIRNZAJJ;GAUTENG SOUTH WEST 10-60M
240143;GAUTENG SOUTH WEST REGION;FIRSTRAND BANK;WESBANK BUILDING;SOUTH AFRICA;FIRNZAJJ;GAUTENG SOUTH WEST REGION
240144;GAUTENG SOUTH WEST 60-150M;FIRSTRAND BANK;WESBANK BUILDING;SOUTH AFRICA;FIRNZAJJ;GAUTENG SOUTH WEST 60-150M
240145;TUGELA FERRY MALL;FIRSTRAND BANK;TUGELA FERRY MALL;SOUTH AFRICA;FIRNZAJJ;TUGELA FERRY MALL
240146;CFT MVNO CONSUMER SIM FEES;FIRSTRAND BANK;CNR SIMMONDS AND JEPPE STREET;SOUTH AFRICA;FIRNZAJJ;CFT MVNO CONSUMER SIM FEES
240147;CFT MVNO CONSUMER PREPAID;FIRSTRAND BANK;CNR SIMMONDS AND JEPPE STREET;SOUTH AFRICA;FIRNZAJJ;CFT MVNO CONSUMER PREPAID
240148;CFT MVNO CONSUMER PRODUCT;FIRSTRAND BANK;CNR SIMMONDS AND JEPPE STREET;SOUTH AFRICA;FIRNZAJJ;CFT MVNO CONSUMER PRODUCT
240149;CFT MVNO CONS BRN CODE CC;FIRSTRAND BANK;CNR SIMMONDS AND JEPPE STREET;SOUTH AFRICA;FIRNZAJJ;CFT MVNO CONS BRN CODE CC
240150;CFT SDV CONSUMER PRODUCT;FIRSTRAND BANK;CNR SIMMONDS AND JEPPE STREET;SOUTH AFRICA;FIRNZAJJ;CFT SDV CONSUMER PRODUCT
240151;CFT SP CONSUMER TECHNOLOGY;FIRSTRAND BANK;CNR SIMMONDS AND JEPPE STREET;SOUTH AFRICA;FIRNZAJJ;CFT SP CONSUMER TECHNOLOGY
240152;CFT SP CONSUMER PRODUCT;FIRSTRAND BANK;CNR SIMMONDS AND JEPPE STREET;SOUTH AFRICA;FIRNZAJJ;CFT SP CONSUMER PRODUCT
240153;ST.FRANCIS BAY AGENCY;FIRSTRAND BANK;VILLAGE SHOPPING CENTRE;SOUTH AFRICA;FIRNZAJJ;ST.FRANCIS BAY AGENCY
240155;CFT SP CONS PROD DEVELOPMENT;FIRSTRAND BANK;CNR SIMMONDS AND JEPPE STREET;SOUTH AFRICA;FIRNZAJJ;CFT SP CONS PROD DEVELOPMENT
240156;CFT SS CONSUMER FINANCE;FIRSTRAND BANK;CNR SIMMONDS AND JEPPE STREET;SOUTH AFRICA;FIRNZAJJ;CFT SS CONSUMER FINANCE
240159;FNB MIDDLE MARKER-SUPPORT;FIRSTRAND BANK;268 MONTR CELLO ESTATE;SOUTH AFRICA;FIRNZAJJ;FNB MIDDLE MARKER-SUPPORT
240139;LICHTENBURG GAUTENG        284;FIRSTRAND BANK;31  NELSON MANDELA AVE;SOUTH AFRICA;FIRNZAJJ;LICHTENBURG GAUTENG        284
240239;SCHWEIZER-RENEKE           363;FIRSTRAND BANK;47 SCHWEIZER STREET;SOUTH AFRICA;FIRNZAJJ;SCHWEIZER-RENEKE           363
240238;KLERKSDORP                 268;FIRSTRAND BANK;58  O R TAMBO STREET;SOUTH AFRICA;FIRNZAJJ;KLERKSDORP                 268
240240;ZEERUST                    435;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;ZEERUST                    435
240201;VRYBURG, C.P.              416;FIRSTRAND BANK;71 MARKET STR;SOUTH AFRICA;FIRNZAJJ;VRYBURG, C.P.              416
240301;STELLA;FIRSTRAND BANK;254 STELLA STREET;SOUTH AFRICA;FIRNZAJJ;STELLA
240305;CLIENT DESIRABILITY RISK M;FIRSTRAND BANK;1 FIRST PLACE;SOUTH AFRICA;FIRNZAJJ;CLIENT DESIRABILITY RISK M
240303;ALTERNATIVE CHANNELS;FIRSTRAND BANK;5 FIRST PLACE;SOUTH AFRICA;FIRNZAJJ;ALTERNATIVE CHANNELS
240302;CASH PRODUCT HOUSE;FIRSTRAND BANK;2 FIRST PLACE;SOUTH AFRICA;FIRNZAJJ;CASH PRODUCT HOUSE
240304;DEBT REVIEW CENTRE;FIRSTRAND BANK;FNB 1066 BUILDING;SOUTH AFRICA;FIRNZAJJ;DEBT REVIEW CENTRE
240340;MAFIKENG 291;FIRSTRAND BANK;20 ROBINSON STREET;SOUTH AFRICA;FIRNZAJJ;MAFIKENG 291
240338;ORKNEY                     321;FIRSTRAND BANK;CNR SHAKESPEAR &  FLETCH ROAD;SOUTH AFRICA;FIRNZAJJ;ORKNEY                     321
240339;VENTERSDORP                405;FIRSTRAND BANK;31 CARMICHAEL STREET;SOUTH AFRICA;FIRNZAJJ;VENTERSDORP                405
240439;DELAREYVILLE               205;FIRSTRAND BANK;26 GENERAAL DELAREY STREET;SOUTH AFRICA;FIRNZAJJ;DELAREYVILLE               205
240438;POTCHEFSTROOM              350;FIRSTRAND BANK;SHOP NO.51 & 52 MOOI RIVIER MALL NELSON MANDEL;SOUTH AFRICA;FIRNZAJJ;POTCHEFSTROOM              350
240440;KOSTER,TVL                 275;FIRSTRAND BANK;22 JAMESON ROAD;SOUTH AFRICA;FIRNZAJJ;KOSTER,TVL                 275
240401;WARRENTON, C.P.            421;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;WARRENTON, C.P.            421
240501;JANE FURSE        633;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2 TEL;SOUTH AFRICA;FIRNZAJJ;JANE FURSE        633
240540;SWARTRUGGENS,TVL           383;FIRSTRAND BANK;CNR SAREL CILLIERS AND ALETTA STREETS;SOUTH AFRICA;FIRNZAJJ;SWARTRUGGENS,TVL           383
240538;STILFONTEIN, TVL           379;FIRSTRAND BANK;CIVIC CENTRE;SOUTH AFRICA;FIRNZAJJ;STILFONTEIN, TVL           379
240539;SANNIESHOF,TVL             362;FIRSTRAND BANK;SPOOR STREET;SOUTH AFRICA;FIRNZAJJ;SANNIESHOF,TVL             362
240639;COLIGNY                    197;FIRSTRAND BANK;43 VOORTREKKER STREET;SOUTH AFRICA;FIRNZAJJ;COLIGNY                    197
240638;WOLMARANSSTAD, TVL         431;FIRSTRAND BANK;7G BROADBENT STREET;SOUTH AFRICA;FIRNZAJJ;WOLMARANSSTAD, TVL         431
240740;STATION TOWERS;FIRSTRAND BANK;UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000;SOUTH AFRICA;FIRNZAJJ;STATION TOWERS
240738;LEEUDORINGSTAD, TVL        282;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;LEEUDORINGSTAD, TVL        282
240838;CHRISTIANA                 193;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;CHRISTIANA                 193
240938;OTTOSDAL, TVL              322;FIRSTRAND BANK;30 VOORTREKKER STREET;SOUTH AFRICA;FIRNZAJJ;OTTOSDAL, TVL              322
241038;HERTZOGVILLE,OFS           248;FIRSTRAND BANK;CNR.VAN NIEKERK & WILLEMSE STS UNPAIDS;SOUTH AFRICA;FIRNZAJJ;HERTZOGVILLE,OFS           248
241001;PALM SPRINGS MALL;FIRSTRAND BANK;SHOP 18 FALCON STREET;SOUTH AFRICA;FIRNZAJJ;PALM SPRINGS MALL
241003;CCB GOLD DDA 06 NON GM;FIRSTRAND BANK;5TH MERCHANT PLACE;SOUTH AFRICA;FIRNZAJJ;CCB GOLD DDA 06 NON GM
241004;VBS RISK LEGAL & COMPLIANCE;FIRSTRAND BANK;1 FIRST PLACE, 4TH FLOOR BANKCITY;SOUTH AFRICA;FIRNZAJJ;VBS RISK LEGAL & COMPLIANCE
241002;CCB RL PLS RCP NON GM;FIRSTRAND BANK;5TH MERCHANT PLACE;SOUTH AFRICA;FIRNZAJJ;CCB RL PLS RCP NON GM
241138;HOOPSTAD,OFS               251;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;HOOPSTAD,OFS               251
250045;ALEXANDRA;FIRSTRAND BANK;ALEXANDRA PLAZA , 3RD STREET;SOUTH AFRICA;FIRNZAJJ;ALEXANDRA
250059;KHAYELITSHA               1045;FIRSTRAND BANK;UNPAIDS TO BLOEMFONTEIN DAY 2, TEL 051 505-311;SOUTH AFRICA;FIRNZAJJ;KHAYELITSHA               1045
250061;SASHANGUVE;FIRSTRAND BANK;SHOP 103;SOUTH AFRICA;FIRNZAJJ;SASHANGUVE
250057;PAARL MALL                1043;FIRSTRAND BANK;SHOP 46 PAARL MALL, CNR CECILIA & NEW VLEI ROA;SOUTH AFRICA;FIRNZAJJ;PAARL MALL                1043
250062;SHELLY BEACH              1051;FIRSTRAND BANK;SHOP 70 SANLAM CENTRE  UNPAIDS TO EAST COAST;SOUTH AFRICA;FIRNZAJJ;SHELLY BEACH              1051
250063;SSCC - MARKETING;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;SSCC - MARKETING
250064;STUDENTS;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;STUDENTS
250056;TRADE ROUTE MALL          1041;FIRSTRAND BANK;TRADE ROUTE MALL CNR NIRVANA & THE K53 DRIVE;SOUTH AFRICA;FIRNZAJJ;TRADE ROUTE MALL          1041
250058;BRIDGE CITY;FIRSTRAND BANK;UNPAIDS TO EAST COAST DAY 2,TEL NO. 031 717 30;SOUTH AFRICA;FIRNZAJJ;BRIDGE CITY
250065;GRADUATES;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;GRADUATES
250066;WONDERPARK                1052;FIRSTRAND BANK;SHOP 403 WONDERPARK S/CNTRE CNR BRITS & HEINRI;SOUTH AFRICA;FIRNZAJJ;WONDERPARK                1052
250067;PROPERTY FINANCE;FIRSTRAND BANK;10 FRASER STREET 6TH FLOOR;SOUTH AFRICA;FIRNZAJJ;PROPERTY FINANCE
250068;RAISETHORPE               1054;FIRSTRAND BANK;589 OLD GREYTOWN ROAD, RAISETHORPE UNPAIDS TO;SOUTH AFRICA;FIRNZAJJ;RAISETHORPE               1054
250069;GARDEN ROUTE;FIRSTRAND BANK;UNPAIDS EAST COAST DAY 2 TEL 031 717-3000;SOUTH AFRICA;FIRNZAJJ;GARDEN ROUTE
250070;CPF OTHER 1718;FIRSTRAND BANK;WESBANK BUILDING;SOUTH AFRICA;FIRNZAJJ;CPF OTHER 1718
250071;FNBCPF RES DEV;FIRSTRAND BANK;4TH FLOOR;SOUTH AFRICA;FIRNZAJJ;FNBCPF RES DEV
250072;FNB CPFEX CORPORATE;FIRSTRAND BANK;4TH FLOOR;SOUTH AFRICA;FIRNZAJJ;FNB CPFEX CORPORATE
250053;WILKOPPIES                1038;FIRSTRAND BANK;SHOP 3A,  AMETIS STREET;SOUTH AFRICA;FIRNZAJJ;WILKOPPIES                1038
250049;UMZIMKHULU;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;UMZIMKHULU
250050;MALAMULELE                1035;FIRSTRAND BANK;MALAMULELE PLAZA , MAIN ROAD;SOUTH AFRICA;FIRNZAJJ;MALAMULELE                1035
250046;MARKETING PRIVATE BANK FNBPC;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;MARKETING PRIVATE BANK FNBPC
250051;LANGENHOVENPARK;FIRSTRAND BANK;UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111;SOUTH AFRICA;FIRNZAJJ;LANGENHOVENPARK
250048;TRAVEL CARD-MASTER CARD;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;TRAVEL CARD-MASTER CARD
250052;LCS TSHWANE PBB;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;LCS TSHWANE PBB
250044;HARTBEESPOORT;FIRSTRAND BANK;SHOP 42 VILLAGE MALL, R511 MAGALIES BLVRD;SOUTH AFRICA;FIRNZAJJ;HARTBEESPOORT
250041;MORULENG MALL;FIRSTRAND BANK;8A MOGWASE COMPLEX RAILWAY ROAD;SOUTH AFRICA;FIRNZAJJ;MORULENG MALL
250043;BLACK MEDIUM CORPORATE;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;BLACK MEDIUM CORPORATE
250039;ELUKWATINI SERVICE BRANCH;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;ELUKWATINI SERVICE BRANCH
250042;WHITE MEDIUM CORPORATE;FIRSTRAND BANK;4TH UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-59;SOUTH AFRICA;FIRNZAJJ;WHITE MEDIUM CORPORATE
250038;FNB HOME FINANCE;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;FNB HOME FINANCE
250002;FNB HOME FINANCE;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY2, TEL 011 490 5911;SOUTH AFRICA;FIRNZAJJ;FNB HOME FINANCE
250025;LF - LEGAL;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;LF - LEGAL
250026;LF GLOBAL;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;LF GLOBAL
250022;LARGE CORPORATE LARC;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;LARGE CORPORATE LARC
250023;LF HEAD OFFICE;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;LF HEAD OFFICE
250024;SERV-CHEQUE & IMAGE OPERATIONS;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;SERV-CHEQUE & IMAGE OPERATIONS
250001;FNB HOME FINANCE;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY2, TEL 490-5911;SOUTH AFRICA;FIRNZAJJ;FNB HOME FINANCE
250004;PAYWORKS 595;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;PAYWORKS 595
250035;MOUNT AYLIFF;FIRSTRAND BANK;UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000;SOUTH AFRICA;FIRNZAJJ;MOUNT AYLIFF
250031;BB CITY KWA-ZULU NATAL;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;BB CITY KWA-ZULU NATAL
250036;THULAMAHASHE;FIRSTRAND BANK;SHOP 117, THULAMAHASHE PLAZA;SOUTH AFRICA;FIRNZAJJ;THULAMAHASHE
250028;FNB ISLAMIC FINANCE;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;FNB ISLAMIC FINANCE
250032;SSD CENTRAL REGION;FIRSTRAND BANK;UNPAIDS TO BLOEMFONTEIN DAY 2, TEL 051 410-037;SOUTH AFRICA;FIRNZAJJ;SSD CENTRAL REGION
250027;CB - CONTROLLING BRANCH;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;CB - CONTROLLING BRANCH
250029;BB CITY CAPE TOWN;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;BB CITY CAPE TOWN
250034;PROTEA GARDENS;FIRSTRAND BANK;PROTEA GARDENS SHOPPING CENTRE;SOUTH AFRICA;FIRNZAJJ;PROTEA GARDENS
250055;SSD GS - MAIN;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;SSD GS - MAIN
250009;FNB HOME FINANCE;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;FNB HOME FINANCE
250010;CUST RELATIONSHIP CNT DURBAN 5;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY2, TEL 011 490 5911;SOUTH AFRICA;FIRNZAJJ;CUST RELATIONSHIP CNT DURBAN 5
250011;CUST RELATIONSHIP CENTRE C.T.5;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;CUST RELATIONSHIP CENTRE C.T.5
250008;FNB HOME FINANCE;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;FNB HOME FINANCE
250003;FNB HOME FINANCE;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490 5911;SOUTH AFRICA;FIRNZAJJ;FNB HOME FINANCE
250015;FNB HOME FINANCE;FIRSTRAND BANK;UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911;SOUTH AFRICA;FIRNZAJJ;FNB HOME FINANCE
